Year,Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,HOA,Open,Link
2003,239900,266266,236000,291000,,1113 Hamlet Park Dr,3,3,1463,164,47,1742,Sqft,132,,https://www.movoto.com/home/1113-hamlet-park-dr-morrisville-nc-27560-413_2326964
2001,239500,264726,227000,297000,,203 Canyon Lake Cir,3,3,1386,173,6,1742,Sqft,101,,https://www.movoto.com/home/203-canyon-lake-cir-morrisville-nc-27560-413_2338345
,369900,375066,366000,388000,,1320 Hopedale Dr #19,3,3,1866,,,,,,,https://www.movoto.com/home/1320-hopedale-dr-apt-19-morrisville-nc-27560-413_2335061
,357900,369660,359000,381000,,1328 Hopedale Dr #17,3,3,1830,,,,,,,https://www.movoto.com/home/1328-hopedale-dr-apt-17-morrisville-nc-27560-413_2335055
,353900,351200,344000,365000,,1324 Hopedale Dr #18,3,3,1756,,,,,,,https://www.movoto.com/home/1324-hopedale-dr-apt-18-morrisville-nc-27560-413_2335035
2020,349900,354363,346000,367000,,1332 Hopedale Dr #16,3,3,1763,198,22,2526,Sqft,90,,https://www.movoto.com/home/1332-hopedale-dr-apt-16-morrisville-nc-27560-413_2335031
2020,349900,352956,344000,365000,,1336 Hopedale Dr #15,3,3,1756,199,22,2526,Sqft,90,,https://www.movoto.com/home/1336-hopedale-dr-apt-15-morrisville-nc-27560-413_2334978
,308000,380457,308000,399000,4000,112 Plank Bridge Way,4,3,2013,,,,,,,https://www.movoto.com/home/112-plank-bridge-way-morrisville-nc-27560-413_2333345
2020,353100,382398,354000,396000,,490 Church St,4,4,2346,151,135,2091,Sqft,130,,https://www.movoto.com/home/490-church-st-morrisville-nc-27560-413_2313407
2010,344000,422433,345000,458000,,311 Mainline Station Dr,4,4,2761,125,34,5750,Sqft,35,,https://www.movoto.com/home/311-mainline-station-dr-morrisville-nc-27560-413_2332681
2006,440000,537492,440000,560000,10000,400 Star Magnolia Dr,4,3,2859,154,41,6098,Sqft,57,,https://www.movoto.com/home/400-star-magnolia-dr-morrisville-nc-27560-413_2328907
2005,444000,,383000,529000,6000,6325 Kit Creek Rd,4,3,3060,145,36,6098,Sqft,70,Open 8/30,https://www.movoto.com/home/6325-kit-creek-rd-morrisville-nc-27560-413_2332227
,365000,382184,342000,440000,20000,1405 Hopedale Dr #48,3,4,2222,,,,,,,https://www.movoto.com/home/1405-hopedale-dr-apt-48-morrisville-nc-27560-413_2331498
,365000,379107,341000,439000,14000,1409 Hopedale Dr #47,3,4,2217,,,,,,,https://www.movoto.com/home/1409-hopedale-dr-apt-47-morrisville-nc-27560-413_2330747
,344100,355503,336000,369000,,486 Church St,4,4,2181,,,,,,,https://www.movoto.com/home/486-church-st-morrisville-nc-27560-413_2313388
,345500,355503,336000,369000,2000,492 Church St,3,4,2181,,,,,,,https://www.movoto.com/home/492-church-st-morrisville-nc-27560-413_2304867
2020,359900,382398,359000,396000,2000,506 Church St,4,4,2346,153,200,2047,Sqft,130,,https://www.movoto.com/home/506-church-st-morrisville-nc-27560-413_2300959
2020,475000,493380,422000,537000,14000,206 Cotten Dr,4,4,2741,173,208,4792,Sqft,125,,https://www.movoto.com/home/206-cotten-dr-morrisville-nc-27560-413_2299475
