Days,Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Lot,Unit,Year,HOA,Open,Link
,419900,514998,419000,551000,20000,515 Gathering Park Cir #18,3,4,2601,161,0.54 Acres,Size,2020,261,,https://www.movoto.com/home/515-gathering-park-cir-apt-18-cary-nc-27519-413_2292558
,376987,374022,370000,382000,,417 King Closer Dr,4,3,1889,200,4356 Sqft,Size,2020,154,,https://www.movoto.com/home/417-king-closer-dr-cary-nc-27519-413_2341080
,367400,369344,364000,375000,,409 King Closer Dr,4,3,1856,198,4356 Sqft,Size,2020,154,,https://www.movoto.com/home/409-king-closer-dr-cary-nc-27519-413_2341064
,396990,399500,331000,472000,28000,218 Mazarin Ln #47,4,4,2350,169,1873 Sqft,Size,2021,141,,https://www.movoto.com/home/218-mazarin-ln-apt-47-cary-nc-27519-413_2339134
,399900,380850,355000,401000,10000,532 Fumagalli Dr,3,4,2539,158,2614 Sqft,Size,2016,116,,https://www.movoto.com/home/532-fumagalli-dr-cary-nc-27519-413_2338152
,385000,333396,290000,385000,5000,846 Firebrick Dr,3,3,2058,187,2178 Sqft,Size,2019,148,,https://www.movoto.com/home/846-firebrick-dr-cary-nc-27519-413_2338031
,358730,364966,359000,370000,4000,110 Ashlar Ct,3,3,1834,196,4356 Sqft,Size,2020,154,,https://www.movoto.com/home/110-ashlar-ct-cary-nc-27519-413_2337505
,373130,365112,361000,372000,4000,210 Adobe Pl,3,3,1844,202,4356 Sqft,Size,2020,154,,https://www.movoto.com/home/210-adobe-pl-cary-nc-27519-413_2337486
,364180,366956,361000,372000,4000,136 Ashlar Ct,3,3,1844,197,4356 Sqft,Size,2020,154,,https://www.movoto.com/home/136-ashlar-ct-cary-nc-27519-413_2337485
,372300,375911,372000,382000,100,411 King Closer Dr,4,4,1889,197,4356 Sqft,Size,2020,154,,https://www.movoto.com/home/411-king-closer-dr-cary-nc-27519-413_2333422
,494990,401639,362000,495000,990,149 Mazarin Ln #86,3,4,2219,223,4356 Sqft,Size,2020,133,,https://www.movoto.com/home/149-mazarin-ln-apt-86-cary-nc-27519-413_2326924
,410142,394614,373000,413000,200,4217 Mahal Ave,3,3,1993,206,3920 Sqft,Size,2020,154,,https://www.movoto.com/home/4217-mahal-ave-cary-nc-27519-413_2326817
,426962,442728,418000,463000,2000,4219 Mahal Ave,3,3,2236,191,4356 Sqft,Size,2020,154,,https://www.movoto.com/home/4219-mahal-ave-cary-nc-27519-413_2326808
,360600,337792,262000,371000,100,415 King Closer Dr,4,4,1856,194,1742 Sqft,Size,2020,154,,https://www.movoto.com/home/415-king-closer-dr-cary-nc-27519-413_2326786
,382900,439569,367000,523000,27000,1709 Gathering Park Cir #12,3,4,2601,147,2396 Sqft,Size,2020,261,,https://www.movoto.com/home/1709-gathering-park-cir-apt-12-cary-nc-27519-413_2319980
,419900,439569,367000,523000,,1519 Gathering Park Cir #7,3,4,2601,161,2352 Sqft,Size,2019,261,,https://www.movoto.com/home/1519-gathering-park-cir-apt-7-cary-nc-27519-413_2292539
,379900,439569,367000,523000,26000,1515 Gathering Park Cir #5,3,4,2601,146,2352 Sqft,Size,2019,261,,https://www.movoto.com/home/1515-gathering-park-cir-apt-5-cary-nc-27519-413_2292511
,375900,481185,377000,523000,24000,525 Gathering Park Cir #15,3,4,2601,145,0.54 Acres,Size,2019,261,,https://www.movoto.com/home/525-gathering-park-cir-apt-15-cary-nc-27519-413_2251661
,375900,491589,377000,551000,14000,1505 Gathering Park Cir #3,3,4,2601,145,0.45 Acres,Size,2019,261,,https://www.movoto.com/home/1505-gathering-park-cir-apt-3-cary-nc-27519-413_2250615
,374900,491589,375000,551000,24000,1707 Gathering Park Cir #11,3,4,2601,144,0.46 Acres,Size,2020,261,,https://www.movoto.com/home/1707-gathering-park-cir-apt-11-cary-nc-27519-413_2319958
,374900,491589,375000,551000,23000,1703 Gathering Park Cir #9,3,4,2601,144,0.46 Acres,Size,2020,261,,https://www.movoto.com/home/1703-gathering-park-cir-apt-9-cary-nc-27519-413_2319869
,379900,491589,380000,551000,22000,1705 Gathering Park Cir #10,3,4,2601,146,0.46 Acres,Size,2020,261,,https://www.movoto.com/home/1705-gathering-park-cir-apt-10-cary-nc-27519-413_2319891
,382900,481185,382000,523000,25000,1701 Gathering Park Cir #8,3,4,2601,147,0.55 Acres,Size,2020,261,,https://www.movoto.com/home/1701-gathering-park-cir-apt-8-cary-nc-27519-413_2319814
,382900,481185,382000,523000,32000,529 Gathering Park Cir #13,3,4,2601,147,0.54 Acres,Size,2019,261,,https://www.movoto.com/home/529-gathering-park-cir-apt-13-cary-nc-27519-413_2251642
,383900,491589,385000,551000,26000,517 Gathering Park Cir #17,3,4,2601,148,0.45 Acres,Size,2019,261,,https://www.movoto.com/home/517-gathering-park-cir-apt-17-cary-nc-27519-413_2292552
,343683,266928,227000,344000,200,1608 Clayfire Dr,3,3,1608,214,2352 Sqft,Size,2020,154,,https://www.movoto.com/home/1608-clayfire-dr-cary-nc-27519-413_2324054
,405990,361998,347000,407000,6000,306 Clementine Dr #LOT 3,3,4,2142,190,4356 Sqft,Size,2020,141,,https://www.movoto.com/home/306-clementine-dr-lot-3-cary-nc-27519-413_2313794
