Status,Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
FOR SALE,399000,363825,349000,398000,,813 Tunisian Dr,3,4,2475,161,42,2657,Sqft,2017,125, ,https://www.movoto.com/home/813-tunisian-dr-apex-nc-27523-413_2329289
FOR SALE,334900,281342,272000,335000,4000,841 Salem Pointe Pl,3,3,1927,174,51,2614,Sqft,2018,120, ,https://www.movoto.com/home/841-salem-pointe-pl-apex-nc-27523-413_2209083
FOR SALE,373312,,350000,397000,10000,1639 Wimberly Rd #35,4,4,2465,151,87,3049,Sqft,2020,146, ,https://www.movoto.com/home/1639-wimberly-rd-apt-35-apex-nc-27523-413_2320834
FOR SALE,372631,393807,373000,426000,7000,1633 Wimberly Rd #32,4,4,2643,,,,,,, ,https://www.movoto.com/home/1633-wimberly-rd-apt-32-apex-nc-27523-413_2319658
FOR SALE,423070,390981,349000,455000,5000,1113 Russet Ln #138,3,4,2459,172,126,3485,Sqft,2020,60, ,https://www.movoto.com/home/1113-russet-ln-apt-138-apex-nc-27523-413_2313364
FOR SALE,489515,407220,375000,489000,,79 Elk River Dr,3,3,2468,198,152,7100,Sqft,2021,210, ,https://www.movoto.com/home/79-elk-river-dr-apex-nc-27523-413_2308582
FOR SALE,483830,343746,295000,484000,,75 Elk River Dr,3,3,2034,,,,,,, ,https://www.movoto.com/home/75-elk-river-dr-apex-nc-27502-413_2307158
FOR SALE,382546,,373000,426000,3000,802 Patriot Summit Ln #87,4,4,2643,145,165,2265,Sqft,2020,146, ,https://www.movoto.com/home/802-patriot-summit-ln-apt-87-apex-nc-27523-413_2306047
FOR SALE,369871,,370000,453000,10000,935 Haybeck Ln #97,3,4,2451,151,309,3877,Sqft,2020,146, ,https://www.movoto.com/home/935-haybeck-ln-apt-97-apex-nc-27523-413_2283836
FOR SALE,374289,,350000,397000,10000,943 Haybeck Ln #93,4,4,2465,152,309,3093,Sqft,2020,146, ,https://www.movoto.com/home/943-haybeck-ln-apt-93-apex-nc-27523-413_2283818
SALE PENDING,308080,297600,280000,345000,,1033 Larabee Ln #LOT 193,3,4,1984,155,3,218,Sqft,2020,115, ,https://www.movoto.com/home/1033-larabee-ln-lot-193-apex-nc-27523-413_2337180
SALE PENDING,294070,297600,280000,345000,,1035 Larabee Ln #LOT 194,3,4,1984,148,3,218,Sqft,2020,115, ,https://www.movoto.com/home/1035-larabee-ln-lot-194-apex-nc-27523-413_2337188
SALE PENDING,309900,297600,280000,345000,,1027 Larabee Ln #LOT 190,3,4,1984,156,3,218,Sqft,2020,115, ,https://www.movoto.com/home/1027-larabee-ln-lot-190-apex-nc-27523-413_2337186
SALE PENDING,308130,297600,280000,345000,,1028 Lathrop Ln #LOT 167,3,4,1984,,,,,,, ,https://www.movoto.com/home/1028-lathrop-ln-lot-167-apex-nc-27523-413_2336868
IN CONTRACT,450000,446148,417000,496000,,1013 Holtridge Dr,4,3,2916,,,,,,, ,https://www.movoto.com/home/1013-holtridge-dr-apex-nc-27523-413_2334515
SALE PENDING,299900,279344,209000,394000,,1405 Farrington Rd,3,2,1264,237,17,1.79,Acres,1920,0, ,https://www.movoto.com/home/1405-farrington-rd-apex-nc-27523-413_2334476
IN CONTRACT,412000,346480,344000,412000,,415 Hopwood Way,4,3,2440,,,,,,, ,https://www.movoto.com/home/415-hopwood-way-apex-nc-27502-413_2174122
SALE PENDING,294000,297600,280000,345000,,1013 Larabee Ln #LOT 184,3,4,1984,148,53,218,Sqft,2020,115, ,https://www.movoto.com/home/1013-larabee-ln-lot-184-apex-nc-27523-413_2327229
SALE PENDING,301210,297600,280000,345000,,1019 Larabee Ln #LOT 187,3,3,1984,152,62,2178,Sqft,2020,115, ,https://www.movoto.com/home/1019-larabee-ln-lot-187-apex-nc-27523-413_2325374
SALE PENDING,299990,297600,280000,345000,,1010 Lathrop Ln #LOT 175,3,4,1984,151,145,218,Sqft,2020,115, ,https://www.movoto.com/home/1010-lathrop-ln-lot-175-apex-nc-27523-413_2310085
