Year,Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,HOA,Open,Link
,299900,301587,299000,302000,9000,1119 Diamond Dove Ln #155,4,4,2109,,,,,,,https://www.movoto.com/home/1119-diamond-dove-ln-apt-155-apex-nc-27502-413_2330713
2020,474990,521304,473000,578000,10000,2985 Mavisbank Cir,3,4,2996,159,37,7841,Sqft,69,,https://www.movoto.com/home/2985-mavisbank-cir-apex-nc-27502-413_2330449
2018,358900,,346000,390000,27000,2041 Ackerman Hill Dr,3,4,2438,147,35,1742,Sqft,119,,https://www.movoto.com/home/2041-ackerman-hill-dr-apex-nc-27502-413_2330539
2013,375000,334620,293000,392000,5000,990 Shoofly Path,3,3,1980,189,45,4356,Sqft,83,,https://www.movoto.com/home/990-shoofly-path-apex-nc-27502-413_2125922
1999,286900,260610,239000,288000,6000,815 Homestead Park Dr,3,3,1533,187,38,6534,Sqft,13,,https://www.movoto.com/home/815-homestead-park-dr-apex-nc-27502-413_2321004
,347595,351789,342000,361000,5000,1290 Barn Cat Way,4,4,2361,,,,,,,https://www.movoto.com/home/1290-barn-cat-way-apex-nc-27502-413_2329871
,270000,242177,224000,269000,2000,921 Homestead Park Dr,3,2,1433,,,,,,,https://www.movoto.com/home/921-homestead-park-dr-apex-nc-27502-413_2329717
2018,316000,306600,300000,315000,,1021 Drayman Pl,3,4,2100,150,42,2178,Sqft,119,,https://www.movoto.com/home/1021-drayman-pl-apex-nc-27502-413_2308397
,324790,336528,325000,345000,3000,2806 Dallas Valley Ln #80,4,4,2214,,,,,,,https://www.movoto.com/home/2806-dallas-valley-ln-apt-80-apex-nc-27502-413_2328858
,315000,318843,308000,325000,5000,1009 Drayman Pl,3,4,2169,,,,,,,https://www.movoto.com/home/1009-drayman-pl-apex-nc-27502-413_2324281
,480000,490100,458000,525000,,1601 Tinos Overlook Way,4,4,2900,,,,,,,https://www.movoto.com/home/1601-tinos-overlook-way-apex-nc-27502-413_2089427
2017,375000,390852,350000,421000,5000,991 Myrtle Grove Ln,3,3,2538,148,75,3485,Sqft,176,,https://www.movoto.com/home/991-myrtle-grove-ln-apex-nc-27502-413_2322609
2016,390000,434500,391000,446000,10000,2783 Milano Ave,3,3,2750,142,52,4792,Sqft,77,,https://www.movoto.com/home/2783-milano-ave-apex-nc-27502-413_2327306
,289500,308525,275000,331000,3000,108 Shining Star Ct,3,3,1763,,,,,,,https://www.movoto.com/home/108-shining-star-ct-apex-nc-27502-413_2326943
,326950,343476,292000,373000,8000,1805 Misty Hollow Ln,4,3,1974,,,,,,,https://www.movoto.com/home/1805-misty-hollow-ln-apex-nc-27502-413_2326437
2020,329000,325200,319000,338000,,2849 Dallas Valley Ln #51,3,4,2168,152,63,1873,Sqft,125,Open 8/18,https://www.movoto.com/home/2849-dallas-valley-ln-apt-51-apex-nc-27502-413_2325148
2020,317400,322045,318000,331000,,673 Grand Central Sta #126,3,4,2221,143,75,1307,Sqft,163,,https://www.movoto.com/home/673-grand-central-sta-apt-126-apex-nc-27502-413_2322694
2016,499000,515406,474000,563000,,1503 Thassos Dr,5,4,3162,158,77,7405,Sqft,49,,https://www.movoto.com/home/1503-thassos-dr-apex-nc-27502-413_2261041
2013,464900,529092,464000,617000,5000,1596 Tice Hurst Ln,5,4,3266,142,86,7405,Sqft,69,,https://www.movoto.com/home/1596-tice-hurst-ln-apex-nc-27502-413_2320897
1996,449900,522543,451000,560000,10000,1203 Anora Dr,6,4,3129,144,58,0.26,Acres,40,,https://www.movoto.com/home/1203-anora-dr-apex-nc-27502-413_2326278
,485900,638454,487000,731000,7000,3565 Willow Green Dr,5,3,3291,,,,,,,https://www.movoto.com/home/3565-willow-green-dr-apex-nc-27502-413_2243968
,329900,320885,316000,334000,,671 Grand Central Sta #125,3,4,2213,,,,,,,https://www.movoto.com/home/671-grand-central-sta-apt-125-apex-nc-27502-413_2325584
,448480,486324,447000,513000,800,1513 Tinos Overlook Way,5,3,3002,,,,,,,https://www.movoto.com/home/1513-tinos-overlook-way-apex-nc-27502-413_2187043
2002,350000,412800,350000,492000,10000,2307 Brasstown Ln,3,3,2400,146,90,7841,Sqft,39,,https://www.movoto.com/home/2307-brasstown-ln-apex-nc-27502-413_2320109
1998,307000,296695,276000,307000,3000,503 S Coalport Dr,3,3,1715,179,31,0.47,Acres,32,,https://www.movoto.com/home/503-s-coalport-dr-apex-nc-27502-413_2188379
